name,localName,sku,barcode,brand,category,subcategory,unit,purchasePrice,costPrice,retailPrice,wholesalePrice,openingStock,stockAlertQty,commissionPct,status,condition,description
20MG LOST MARY BM6000 REFILLABLE POD KIT - 6000 PUFFS - STOPTOBER SPECIAL OFFER  TRIPLE MANGO,,VAP-KIT-LOST-910,,LOST MARY,VAPES,REFILLABLE VAPE KIT,Pieces,5.25,5.25,10.50,,5.0,,,Active,New,
20MG LOST MARY BM6000 REFILLABLE POD KIT - 6000 PUFFS - STOPTOBER SPECIAL OFFER  LEMON LIME,,VAP-KIT-LOST-909,,LOST MARY,VAPES,REFILLABLE VAPE KIT,Pieces,5.25,5.25,10.50,,5.0,,,Active,New,
20MG LOST MARY BM6000 REFILLABLE POD KIT - 6000 PUFFS - STOPTOBER SPECIAL OFFER  BLUEBERRY SOUR RASPBERRY,,VAP-KIT-LOST-905,,LOST MARY,VAPES,REFILLABLE VAPE KIT,Pieces,5.25,5.25,10.50,,5.0,,,Active,New,
20MG LOST MARY BM6000 REFILLABLE POD KIT - 6000 PUFFS - STOPTOBER SPECIAL OFFER  BLUEBERRY,,VAP-KIT-LOST-904,,LOST MARY,VAPES,REFILLABLE VAPE KIT,Pieces,5.25,5.25,10.50,,4.0,,,Active,New,
20MG LOST MARRAY BM600 BLACK CURRANT,,VAP-REFIL-LOST-912,,LOST MARY,VAPES,REFILL,Pieces,4.20,4.20,8.40,,3.0,,,Active,New,
20MG LOST MARRAY BM600 TRIPLE MELON,,VAP-REFIL-LOST-915,,LOST MARY,VAPES,REFILL,Pieces,4.20,4.20,8.40,,5.0,,,Active,New,
VOOPOO ARGUS PRO 2 80W POD VAPE KIT - MODERN RED,,VAP-ECIG-VOOP-991,,VOOPOO,VAPES,E-CIGERETTE,Pieces,24.84,24.84,49.68,,1.0,,,Active,New,
VOOPOO ARGUS PRO 2 80W POD VAPE KIT - LAKE BLUE,,VAP-ECIG-VOOP-990,,VOOPOO,VAPES,E-CIGERETTE,Pieces,24.84,24.84,49.68,,1.0,,,Active,New,
VOOPOO ARGUS PRO 2 80W POD VAPE KIT - SKY PURPLE,,VAP-ECIG-VOOP-992,,VOOPOO,VAPES,E-CIGERETTE,Pieces,24.84,24.84,49.68,,1.0,,,Active,New,
VOOPOO ARGUS E40 POD VAPE KIT 40W - STARLIGHT PURPLE,,VAP-ECIG-VOOP-989,,VOOPOO,VAPES,E-CIGERETTE,Pieces,17.11,17.11,34.22,,2.0,,,Active,New,
VOOPOO ARGUS E40 POD VAPE KIT 40W - SKY BLUE,,VAP-ECIG-VOOP-988,,VOOPOO,VAPES,E-CIGERETTE,Pieces,17.11,17.11,34.22,,2.0,,,Active,New,
VOOPOO ARGUS E40 POD VAPE KIT 40W - MODERN RED,,VAP-ECIG-VOOP-987,,VOOPOO,VAPES,E-CIGERETTE,Pieces,17.11,17.11,34.22,,2.0,,,Active,New,
VOOPOO ARGUS E40 POD VAPE KIT 40W - LAKE GREEN,,VAP-ECIG-VOOP-986,,VOOPOO,VAPES,E-CIGERETTE,Pieces,17.11,17.11,34.22,,2.0,,,Active,New,
20MG VAPORESSO DOJO BLAST 10K PREFILLED POD VAPE KIT - SOUR BERRY,,VAP-KIT-DOJO-754,,DOJO,VAPES,PREFILLED VAPE KIT,Pieces,4.54,4.54,10.00,,4.0,,,Active,New,
20MG VAPORESSO DOJO BLAST 10K PREFILLED POD VAPE KIT - SOUR PEACH GUMMY,,VAP-KIT-DOJO-755,,DOJO,VAPES,PREFILLED VAPE KIT,Pieces,4.54,4.54,10.00,,5.0,,,Active,New,
20MG VAPORESSO DOJO BLAST 10K PREFILLED POD VAPE KIT - LIME POMEGRANATE,,VAP-KIT-DOJO-750,,DOJO,VAPES,PREFILLED VAPE KIT,Pieces,4.54,4.54,10.00,,5.0,,,Active,New,
20MG VAPORESSO DOJO BLAST 10K PREFILLED POD VAPE KIT - STRAWBERRY ICE,,VAP-KIT-DOJO-756,,DOJO,VAPES,PREFILLED VAPE KIT,Pieces,4.54,4.54,10.00,,4.0,,,Active,New,
20MG VAPORESSO DOJO BLAST 10K PREFILLED POD VAPE KIT - BANANA ICE,,VAP-KIT-DOJO-744,,DOJO,VAPES,PREFILLED VAPE KIT,Pieces,4.54,4.54,10.00,,4.0,,,Active,New,
20MG VAPORESSO DOJO BLAST 10K PREFILLED POD VAPE KIT - LYCHEE ICE,,VAP-KIT-DOJO-751,,DOJO,VAPES,PREFILLED VAPE KIT,Pieces,4.54,4.54,10.00,,5.0,,,Active,New,
20MG VAPORESSO DOJO BLAST 10K PREFILLED PODS - CLASSIC TOBACCO,,VAP-REFIL-DOJO-768,,DOJO,VAPES,REFILL,Pieces,2.77,2.77,5.00,,5.0,,,Active,New,
20MG VAPORESSO DOJO BLAST 10K PREFILLED PODS - TEN TANGERINES,,VAP-REFIL-DOJO-778,,DOJO,VAPES,REFILL,Pieces,2.77,2.77,5.00,,10.,,,Active,New,
20MG VAPORESSO DOJO BLAST 10K PREFILLED POD VAPE KIT - CLASSIC TOBACCO,,VAP-KIT-DOJO-762,,DOJO,VAPES,PREFILLED VAPE KIT,Pieces,4.54,4.54,10.00,,4.0,,,Active,New,
20MG VAPORESSO DOJO BLAST 10K PREFILLED POD VAPE KIT - TEN TANGERINES,,VAP-KIT-DOJO-758,,DOJO,VAPES,PREFILLED VAPE KIT,Pieces,4.54,4.54,10.00,,3.0,,,Active,New,
20MG VAPORESSO DOJO BLAST 10K PREFILLED POD VAPE KIT - STRAW-RASPBERRY CHERRY ICE,,VAP-KIT-DOJO-757,,DOJO,VAPES,PREFILLED VAPE KIT,Pieces,4.54,4.54,10.00,,5.0,,,Active,New,
20MG VAPORESSO DOJO BLAST 10K PREFILLED POD VAPE KIT - FIZZY CHERRY,,VAP-KIT-DOJO-749,,DOJO,VAPES,PREFILLED VAPE KIT,Pieces,4.54,4.54,10.00,,5.0,,,Active,New,
20MG VAPORESSO DOJO BLAST 10K PREFILLED POD VAPE KIT - LEMON LIME,,VAP-KIT-DOJO-765,,DOJO,VAPES,PREFILLED VAPE KIT,Pieces,4.54,4.54,10.00,,5.0,,,Active,New,
20MG VAPORESSO DOJO BLAST 10K PREFILLED POD VAPE KIT - WATERMELON ICE,,VAP-KIT-DOJO-760,,DOJO,VAPES,PREFILLED VAPE KIT,Pieces,4.54,4.54,10.00,,5.0,,,Active,New,
20MG VAPORESSO DOJO BLAST 10K PREFILLED POD VAPE KIT - DOUBLE APPLE,,VAP-KIT-DOJO-748,,DOJO,VAPES,PREFILLED VAPE KIT,Pieces,4.54,4.54,10.00,,3.0,,,Active,New,
20MG VAPORESSO DOJO BLAST 10K PREFILLED POD VAPE KIT - COOL MENTHOL,,VAP-KIT-DOJO-747,,DOJO,VAPES,PREFILLED VAPE KIT,Pieces,4.64,4.64,10.00,,3.0,,,Active,New,
20MG VAPORESSO DOJO BLAST 10K PREFILLED POD VAPE KIT - BLUEBERRY SOUR RASPBERRY,,VAP-KIT-DOJO-761,,DOJO,VAPES,PREFILLED VAPE KIT,Pieces,4.54,4.54,10.00,,3.0,,,Active,New,
20MG VAPORESSO DOJO BLAST 10K PREFILLED POD VAPE KIT - PINEAPPLE ICE,,VAP-KIT-DOJO-752,,DOJO,VAPES,PREFILLED VAPE KIT,Pieces,4.54,4.54,10.00,,4.0,,,Active,New,
20MG VAPORESSO DOJO BLAST 10K PREFILLED POD VAPE KIT - BLUE RAZZ LEMONADE,,VAP-KIT-DOJO-746,,DOJO,VAPES,PREFILLED VAPE KIT,Pieces,4.54,4.54,10.00,,0.0,,,Active,New,
20MG VAPORESSO DOJO BLAST 10K PREFILLED POD VAPE KIT - KIWI PASSIONFRUIT GUAVA,,VAP-KIT-DOJO-764,,DOJO,VAPES,PREFILLED VAPE KIT,Pieces,4.54,4.54,10.00,,3.0,,,Active,New,
20MG VAPORESSO DOJO BLAST 10K PREFILLED POD VAPE KIT - JUICY PEACH,,VAP-KIT-DOJO-763,,DOJO,VAPES,PREFILLED VAPE KIT,Pieces,4.54,4.54,10.00,,5.0,,,Active,New,
20MG VAPORESSO DOJO BLAST 10K PREFILLED POD VAPE KIT - TRIPLE MANGO,,VAP-KIT-DOJO-759,,DOJO,VAPES,PREFILLED VAPE KIT,Pieces,4.54,4.54,10.00,,3.0,,,Active,New,
20MG VAPORESSO DOJO BLAST 10K PREFILLED POD VAPE KIT - BLACK GRAPE,,VAP-KIT-DOJO-745,,DOJO,VAPES,PREFILLED VAPE KIT,Pieces,4.54,4.54,10.00,,4.0,,,Active,New,
20MG VAPORESSO DOJO BLAST 10K PREFILLED PODS - STRAW-RASPBERRY CHERRY ICE,,VAP-REFIL-DOJO-777,,DOJO,VAPES,REFILL,Pieces,2.77,2.77,5.00,,14.,,,Active,New,
20MG VAPORESSO DOJO BLAST 10K PREFILLED PODS - FIZZY CHERRY,,VAP-REFIL-DOJO-771,,DOJO,VAPES,REFILL,Pieces,2.77,2.77,5.00,,9.0,,,Active,New,
20MG VAPORESSO DOJO BLAST 10K PREFILLED PODS - LEMON LIME,,VAP-REFIL-DOJO-774,,DOJO,VAPES,REFILL,Pieces,2.77,2.77,5.00,,6.0,,,Active,New,
20MG VAPORESSO DOJO BLAST 10K PREFILLED PODS - DOUBLE APPLE,,VAP-REFIL-DOJO-770,,DOJO,VAPES,REFILL,Pieces,2.77,2.77,5.00,,10.,,,Active,New,
20MG VAPORESSO DOJO BLAST 10K PREFILLED PODS - COOL MENTHOL,,VAP-REFIL-DOJO-769,,DOJO,VAPES,REFILL,Pieces,2.77,2.77,5.00,,8.0,,,Active,New,
20MG VAPORESSO DOJO BLAST 10K PREFILLED PODS - BLUEBERRY SOUR RASPBERRY,,VAP-REFIL-DOJO-779,,DOJO,VAPES,REFILL,Pieces,2.77,2.77,5.00,,3.0,,,Active,New,
20MG VAPORESSO DOJO BLAST 10K PREFILLED PODS - PINEAPPLE ICE,,VAP-REFIL-DOJO-775,,DOJO,VAPES,REFILL,Pieces,2.77,2.77,5.00,,7.0,,,Active,New,
20MG VAPORESSO DOJO BLAST 10K PREFILLED PODS - BLUE RAZZ LEMONADE,,VAP-REFIL-DOJO-767,,DOJO,VAPES,REFILL,Pieces,2.77,2.77,5.00,,9.0,,,Active,New,
20MG VAPORESSO DOJO BLAST 10K PREFILLED PODS - KIWI PASSIONFRUIT GUAVA,,VAP-REFIL-DOJO-773,,DOJO,VAPES,REFILL,Pieces,2.77,2.77,5.00,,10.,,,Active,New,
20MG VAPORESSO DOJO BLAST 10K PREFILLED PODS - JUICY PEACH,,VAP-REFIL-DOJO-772,,DOJO,VAPES,REFILL,Pieces,2.77,2.77,5.00,,11.,,,Active,New,
20MG VAPORESSO DOJO BLAST 10K PREFILLED PODS - BLACK GRAPE,,VAP-REFIL-DOJO-766,,DOJO,VAPES,REFILL,Pieces,2.77,2.77,5.00,,9.0,,,Active,New,
20MG VAPORESSO DOJO BLAST 10K PREFILLED POD VAPE KIT - POMELO SODA,,VAP-KIT-DOJO-753,,DOJO,VAPES,PREFILLED VAPE KIT,Pieces,4.54,4.54,10.00,,5.0,,,Active,New,
20MG VAPORESSO DOJO BLAST 10K PREFILLED PODS - POMELO SODA,,VAP-REFIL-DOJO-776,,DOJO,VAPES,REFILL,Pieces,2.77,2.77,5.00,,10.,,,Active,New,
OPPO  ENCO FREE 2 AIRBUDS,,SOU-EARPH-OPPO-710,,OPPO,SOUNDS,EARPHONES,Pieces,27.00,27.00,48.50,,4.0,,,Active,New,
ASPIRE ZELOS M80 VAPE KIT - FULL BLACK,,VAP-ECIG-ASP-733,,ASPIRE,VAPES,E-CIGERETTE,Pieces,33.45,33.45,66.90,,1.0,,,Active,New,
ASPIRE ZELOS M80 VAPE KIT - GREEN; GUN METAL,,VAP-ECIG-ASP-736,,ASPIRE,VAPES,E-CIGERETTE,Pieces,33.45,33.45,66.90,,1.0,,,Active,New,
ASPIRE ZELOS M80 VAPE KIT - GUN METAL,,VAP-ECIG-ASP-735,,ASPIRE,VAPES,E-CIGERETTE,Pieces,33.45,33.45,66.90,,0.0,,,Active,New,
ASPIRE ZELOS M80 VAPE KIT - GOLD AND SILVER,,VAP-ECIG-ASP-734,,ASPIRE,VAPES,E-CIGERETTE,Pieces,33.45,33.45,66.90,,1.0,,,Active,New,
VAPCELL K25 18650 2500MAH BATTERY,,VAP-CELL-VAPC-984,,VAPCELL,VAPES,VAP CELL | BATTERY,Pieces,2.77,2.77,5.54,,4.0,,,Active,New,
VAPCELL 21700 4200MAH 30A BATTERY,,VAP-CELL-VAPC-982,,VAPCELL,VAPES,VAP CELL | BATTERY,Pieces,5.31,5.31,10.62,,5.0,,,Active,New,
VAPCELL A30 18650 3000MAH BATTERY,,VAP-CELL-VAPC-983,,VAPCELL,VAPES,VAP CELL | BATTERY,Pieces,4.30,4.30,8.60,,5.0,,,Active,New,
VAPCELL M35A 18650 3500MAH BATTERY,,VAP-CELL-VAPC-985,,VAPCELL,VAPES,VAP CELL | BATTERY,Pieces,4.30,4.30,8.60,,4.0,,,Active,New,
REYMONT PURA MINI PRO POD VAPE KIT 30W - PURPLE,,VAP-ECIG-REYM-969,,REYMONT,VAPES,E-CIGERETTE,Pieces,14.75,14.75,29.50,,2.0,,,Active,New,
REYMONT PURA MINI PRO POD VAPE KIT 30W - SILVER,,VAP-ECIG-REYM-970,,REYMONT,VAPES,E-CIGERETTE,Pieces,14.75,14.75,29.50,,2.0,,,Active,New,
REYMONT PURA MINI PRO POD VAPE KIT 30W - GUNMENTAL BLACK,,VAP-ECIG-REYM-968,,REYMONT,VAPES,E-CIGERETTE,Pieces,14.75,14.75,29.50,,0.0,,,Active,New,
REYMONT PURA MINI PRO POD VAPE KIT 30W - GOLD,,VAP-ECIG-REYM-967,,REYMONT,VAPES,E-CIGERETTE,Pieces,14.75,14.75,29.50,,2.0,,,Active,New,
AIRBUDS PRO 2,,SOU-EARPH-KFSE-708,,KFSENIOR,SOUNDS,EARPHONES,Pieces,13.00,13.00,26.00,,9.0,,,Active,New,
SMART AIR FRESHENER FOR CAR AND HOME,,ACC-CAR-KFSE-50,,KFSENIOR,ACCESSORIES,CAR ACCESSORIES,Pieces,10.00,10.00,25.00,,4.0,,,Active,New,
KFSENIOR 10000MAH POWER BANK,,GAD-PBANK-KFSE-194,,KFSENIOR,GADGETS,POWER BANK,Pieces,14.00,14.00,28.00,,8.0,,,Active,New,
KFSENIOR WIRELESS HEADPHONE 2 IN 1 HD-90,,SOU-HEADPH-KFSE-709,,KFSENIOR,SOUNDS,HEADPHONE,Pieces,25.00,25.00,48.00,,0.0,,,Active,New,
MAGNETIC CAR PHONE HOLDER,,ACC-CAR-KFSE-49,,KFSENIOR,ACCESSORIES,CAR ACCESSORIES,Pieces,7.00,7.00,14.00,,5.0,,,Active,New,
AIR BUDS 3D SURROUND SOUND,,SOU-EARPH-KFSE-707,,KFSENIOR,SOUNDS,EARPHONES,Pieces,13.00,13.00,26.00,,8.0,,,Active,New,
20MG HAYATI PRO MAX NIC SALTS 10ML - BANANA ICE,,VAP-SALT-HAYATI-822,,HAYATI,VAPES,NIC SALT,Pieces,1.29,1.29,2.58,,14.,,,Active,New,
BLUE FUSION BY HAYATI 10ML NIC SALT 20MG (SALT),,VAP-SALT-HAYATI-829,,HAYATI,VAPES,NIC SALT,Pieces,1.14,1.14,2.28,,8.0,,,Active,New,
BLUE RAZZ CHERRY BY HAYATI 10ML NIC SALT 20MG (SALT),,VAP-SALT-HAYATI-830,,HAYATI,VAPES,NIC SALT,Pieces,1.14,1.14,2.28,,10.,,,Active,New,
BLUEBERRY CHERRY CRANBERRY BY HAYATI 10ML NIC SALT 20MG (SALT),,VAP-SALT-HAYATI-832,,HAYATI,VAPES,NIC SALT,Pieces,1.14,1.14,2.28,,9.0,,,Active,New,
CHERRY COLA BY HAYATI 10ML NIC SALT 20MG (SALT),,VAP-SALT-HAYATI-833,,HAYATI,VAPES,NIC SALT,Pieces,1.14,1.14,2.28,,8.0,,,Active,New,
COLA LIME BY HAYATI 10ML NIC SALT 20MG (SALT),,VAP-SALT-HAYATI-834,,HAYATI,VAPES,NIC SALT,Pieces,1.14,1.14,2.28,,10.,,,Active,New,
6976133162455FIZZY CHERRY BY HAYATI 10ML NIC SALT 20MG (SALT),,VAP-SALT-HAYATI-827,,HAYATI,VAPES,NIC SALT,Pieces,1.14,1.14,2.28,,8.0,,,Active,New,
JUICY PEACH BY HAYATI 10ML NIC SALT 20MG (SALT),,VAP-SALT-HAYATI-836,,HAYATI,VAPES,NIC SALT,Pieces,1.14,1.14,2.28,,10.,,,Active,New,
BERRY LEMONADE BY HAYATI 10ML NIC SALT 20MG (SALT),,VAP-SALT-HAYATI-828,,HAYATI,VAPES,NIC SALT,Pieces,1.14,1.14,2.28,,10.,,,Active,New,
BLUE SOUR RASPBERRY BY HAYATI 10ML NIC SALT 20MG (SALT),,VAP-SALT-HAYATI-831,,HAYATI,VAPES,NIC SALT,Pieces,1.14,1.14,2.28,,9.0,,,Active,New,
FRESH MENTHOL MOJITO BY HAYATI 10ML NIC SALT 20MG (SALT)6976133162653,,VAP-SALT-HAYATI-835,,HAYATI,VAPES,NIC SALT,Pieces,1.14,1.14,2.28,,7.0,,,Active,New,
STRAWBERRY MOJITO BY HAYATI 10ML NIC SALT 20MG (SALT),,VAP-SALT-HAYATI-841,,HAYATI,VAPES,NIC SALT,Pieces,1.14,1.14,2.28,,10.,,,Active,New,
LEMON PEACH PASSIONFRUIT BY HAYATI 10ML NIC SALT 20MG (SALT),,VAP-SALT-HAYATI-837,,HAYATI,VAPES,NIC SALT,Pieces,1.14,1.14,2.28,,10.,,,Active,New,
STRAWBERRY WATERMELON BY HAYATI 10ML NIC SALT 20MG (SALT),,VAP-SALT-HAYATI-842,,HAYATI,VAPES,NIC SALT,Pieces,1.14,1.14,2.28,,10.,,,Active,New,
STRAWBERRY KIWI BY HAYATI 10ML NIC SALT 20MG (SALT),,VAP-SALT-HAYATI-840,,HAYATI,VAPES,NIC SALT,Pieces,1.14,1.14,2.28,,10.,,,Active,New,
RAINBOW BY HAYATI 10ML NIC SALT 20MG (SALT),,VAP-SALT-HAYATI-839,,HAYATI,VAPES,NIC SALT,Pieces,1.14,1.14,2.28,,10.,,,Active,New,
MR BLUE BY HAYATI 10ML NIC SALT 20MG (SALT),,VAP-SALT-HAYATI-838,,HAYATI,VAPES,NIC SALT,Pieces,1.14,1.14,2.28,,0.0,,,Active,New,
UR USB TO LIGHTINING CABLE 1M,,ACC-CABLE-UR-79,,UR,ACCESSORIES,CHARGING / DATA CABLES,Pieces,1.10,1.10,5.00,,9.0,,,Active,New,
20MG HAYATI PRO MAX NIC SALTS 10ML - CHERRY ICE,,VAP-SALT-HAYATI-823,,HAYATI,VAPES,NIC SALT,Pieces,1.29,1.29,2.58,,4.0,,,Active,New,
20MG HAYATI PRO MAX NIC SALTS 10ML - WATERMELON ICE,,VAP-SALT-HAYATI-826,,HAYATI,VAPES,NIC SALT,Pieces,1.29,1.29,2.58,,3.0,,,Active,New,
20MG HAYATI PRO MAX NIC SALTS 10ML - PINEAPPLE ICE,,VAP-SALT-HAYATI-824,,HAYATI,VAPES,NIC SALT,Pieces,1.29,1.29,2.58,,3.0,,,Active,New,
20MG HAYATI PRO MAX NIC SALTS 10ML - TRIPLE MANGO,,VAP-SALT-HAYATI-825,,HAYATI,VAPES,NIC SALT,Pieces,1.29,1.29,2.58,,3.0,,,Active,New,
20MG PYNE POD CLICK 50K PREFILLED POD VAPE KIT - BLUE EDITION,,VAP-KIT-PYNE-958,,PYNE,VAPES,PREFILLED VAPE KIT,Pieces,7.37,7.37,14.74,,3.0,,,Active,New,
20MG PYNE POD CLICK 50K PREFILLED POD VAPE KIT - CHERRY EDITION,,VAP-KIT-PYNE-959,,PYNE,VAPES,PREFILLED VAPE KIT,Pieces,7.37,7.37,14.74,,4.0,,,Active,New,
20MG PYNE POD CLICK 50K PREFILLED POD VAPE KIT - DRINKS EDITION,,VAP-KIT-PYNE-961,,PYNE,VAPES,PREFILLED VAPE KIT,Pieces,7.37,7.37,14.74,,3.0,,,Active,New,
20MG PYNE POD CLICK 50K PREFILLED POD VAPE KIT - LEMONADE EDITION,,VAP-KIT-PYNE-963,,PYNE,VAPES,PREFILLED VAPE KIT,Pieces,7.37,7.37,14.74,,6.0,,,Active,New,
20MG PYNE POD CLICK 50K PREFILLED POD VAPE KIT - LIME EDITION,,VAP-KIT-PYNE-964,,PYNE,VAPES,PREFILLED VAPE KIT,Pieces,7.37,7.37,14.74,,5.0,,,Active,New,
20MG PYNE POD CLICK 50K PREFILLED POD VAPE KIT - RASPBERRY EDITION,,VAP-KIT-PYNE-966,,PYNE,VAPES,PREFILLED VAPE KIT,Pieces,7.37,7.37,14.74,,5.0,,,Active,New,
20MG PYNE POD CLICK 50K PREFILLED POD VAPE KIT - MANGO EDITION,,VAP-KIT-PYNE-965,,PYNE,VAPES,PREFILLED VAPE KIT,Pieces,7.37,7.37,14.74,,0.0,,,Active,New,
20MG PYNE POD CLICK 50K PREFILLED POD VAPE KIT - GREEN EDITION,,VAP-KIT-PYNE-962,,PYNE,VAPES,PREFILLED VAPE KIT,Pieces,7.37,7.37,14.74,,5.0,,,Active,New,
20MG PYNE POD CLICK 50K PREFILLED POD VAPE KIT - CLASSIC EDITION,,VAP-KIT-PYNE-960,,PYNE,VAPES,PREFILLED VAPE KIT,Pieces,7.37,7.37,14.74,,6.0,,,Active,New,
JCID IP12 MINI BATTERY,,REP-BATT-JCID-235,,JCID,REPLACEMENT / REPAIR PARTS,IPHONE BATTERY,Pieces,9.00,9.00,0.00,,2.0,,,Active,New,
JCID BATTERY IP12 PRO MAX,,REP-BATT-JCID-227,,JCID,REPLACEMENT / REPAIR PARTS,IPHONE BATTERY,Pieces,10.00,10.00,0.00,,2.0,,,Active,New,
JCID BATTERY IP13,,REP-BATT-JCID-228,,JCID,REPLACEMENT / REPAIR PARTS,IPHONE BATTERY,Pieces,10.00,10.00,0.00,,2.0,,,Active,New,
JCID BATTERY IP 13MINI,,REP-BATT-JCID-226,,JCID,REPLACEMENT / REPAIR PARTS,IPHONE BATTERY,Pieces,9.50,9.50,0.00,,1.0,,,Active,New,
JCID BATTERY IP13 PRO,,REP-BATT-JCID-229,,JCID,REPLACEMENT / REPAIR PARTS,IPHONE BATTERY,Pieces,10.00,10.00,0.00,,2.0,,,Active,New,
JCID BATTERY IP13 PRO MAX,,REP-BATT-JCID-230,,JCID,REPLACEMENT / REPAIR PARTS,IPHONE BATTERY,Pieces,12.00,12.00,0.00,,2.0,,,Active,New,
JCID BATTERY IP14,,REP-BATT-JCID-231,,JCID,REPLACEMENT / REPAIR PARTS,IPHONE BATTERY,Pieces,10.00,10.00,0.00,,2.0,,,Active,New,
JCID BATTERY IP14 PLUS,,REP-BATT-JCID-232,,JCID,REPLACEMENT / REPAIR PARTS,IPHONE BATTERY,Pieces,12.00,12.00,0.00,,1.0,,,Active,New,
JCID BATTERY IP14 PRO,,REP-BATT-JCID-233,,JCID,REPLACEMENT / REPAIR PARTS,IPHONE BATTERY,Pieces,12.00,12.00,0.00,,1.0,,,Active,New,
SAMSUNG 45W PD POWER ADAPTER WITH CABLE,,ACC-CABLE-SAMS-58,,SAMSUNG,ACCESSORIES,CHARGING / DATA CABLES,Pieces,13.00,13.00,25.00,,7.0,,,Active,New,
GLAXY WATCH 5 44MM,,GAD-WATCH-SAMS-62,,SAMSUNG,ACCESSORIES,SMART WATCH,Pieces,15.00,15.00,18.75,,0.0,,,Active,New,
GLAXY FIT BIT 3,,GAD-WATCH-SAMS-61,,SAMSUNG,ACCESSORIES,SMART WATCH,Pieces,5.00,5.00,6.25,,1.0,,,Active,New,
A06 128GB LIGHT BLUE,,DEV-PHONE-SAMS-147,,SAMSUNG,DEVICES,PHONE,Pieces,64.00,64.00,94.00,,2.0,,,Active,New,
A06 128GB BLACK,,DEV-PHONE-SAMS-146,,SAMSUNG,DEVICES,PHONE,Pieces,64.00,64.00,94.00,,0.0,,,Active,New,
A06 64GB BLACK,,DEV-PHONE-SAMS-148,,SAMSUNG,DEVICES,PHONE,Pieces,54.00,54.00,84.00,,1.0,,,Active,New,
A16 128GB BLACK,,DEV-PHONE-SAMS-153,,SAMSUNG,DEVICES,PHONE,Pieces,82.00,82.00,112.00,,0.0,,,Active,New,
A16 128GB GRAY,,DEV-PHONE-SAMS-154,,SAMSUNG,DEVICES,PHONE,Pieces,82.00,82.00,112.00,,0.0,,,Active,New,
A 56 5G 256GB AWESOME BLACK,,DEV-PHONE-SAMS-144,,SAMSUNG,DEVICES,PHONE,Pieces,229.00,229.00,259.50,,0.0,,,Active,New,
A 36 256GB AWESOME BLACK,,DEV-PHONE-SAMS-142,,SAMSUNG,DEVICES,PHONE,Pieces,188.00,188.00,218.00,,0.0,,,Active,New,
A 56 5G 256GB AWESOME PINK,,DEV-PHONE-SAMS-145,,SAMSUNG,DEVICES,PHONE,Pieces,229.00,229.00,259.50,,0.0,,,Active,New,
A 36 256GB AWESOME LIME,,DEV-PHONE-SAMS-143,,SAMSUNG,DEVICES,PHONE,Pieces,188.00,188.00,218.00,,0.0,,,Active,New,
A 26 5G 256GB BLACK,,DEV-PHONE-SAMS-141,,SAMSUNG,DEVICES,PHONE,Pieces,150.00,150.00,179.50,,0.0,,,Active,New,
A 26 5G 128GB BLACK,,DEV-PHONE-SAMS-140,,SAMSUNG,DEVICES,PHONE,Pieces,129.00,129.00,159.00,,0.0,,,Active,New,
A07 64GB BLACK,,DEV-PHONE-SAMS-150,,SAMSUNG,DEVICES,PHONE,Pieces,56.00,56.00,86.00,,1.0,,,Active,New,
A07 64GB GREEN,,DEV-PHONE-SAMS-151,,SAMSUNG,DEVICES,PHONE,Pieces,56.00,56.00,86.00,,1.0,,,Active,New,
A17  128GB BLACK,,DEV-PHONE-SAMS-155,,SAMSUNG,DEVICES,PHONE,Pieces,99.00,99.00,129.00,,0.0,,,Active,New,
A07 128GB GREEN,,DEV-PHONE-SAMS-149,,SAMSUNG,DEVICES,PHONE,Pieces,77.00,77.00,107.00,,1.0,,,Active,New,
A17 128GB LIGHT BLUE,,DEV-PHONE-SAMS-156,,SAMSUNG,DEVICES,PHONE,Pieces,99.00,99.00,129.00,,0.0,,,Active,New,
A17 5G 128GB BLACK,,DEV-PHONE-SAMS-157,,SAMSUNG,DEVICES,PHONE,Pieces,120.00,120.00,149.00,,0.0,,,Active,New,
A17 5G 128GB GRAY,,DEV-PHONE-SAMS-158,,SAMSUNG,DEVICES,PHONE,Pieces,120.00,120.00,149.00,,0.0,,,Active,New,
DATA TRANSFER,,SER--NON-681,,NON-BRANDED,SERVICES,DATA / SOFTWARE,Pieces,0.00,0.00,20.00,,0.0,,,Active,New,
RING DOORBELL 2ND GEN,,SEC-BELL-RING-679,,RING,SECURITY,BELL,Pieces,50.00,50.00,69.00,,1.0,,,Active,New,
RING VIDEO DOORBELL ELITE,,SEC-BELL-RING-680,,RING,SECURITY,BELL,Pieces,130.00,130.00,162.50,,1.0,,,Active,New,
RAZER GAMING BUNDLE 3IN1,,GAM-ACC-RAZER-204,,RAZER,GAMES,GAMING ACCESSORIES,Pieces,50.00,50.00,62.50,,0.0,,,Active,New,
PDP NINTENDO SWITECH CASE,,SCR-CASE-PDP-472,,PDP,SCREEN / DEVICE PROTECTION,GAME CASE,Pieces,5.00,5.00,9.00,,1.0,,,Active,New,
INTEK LAPTOP BAG 15.6* BLACK,,BAG-BAG-INTE-94,,INTEK,BAGS,LAPTOP BAGS,Pieces,15.00,15.00,30.00,,2.0,,,Active,New,
