name,localName,sku,barcode,brand,category,subcategory,unit,purchasePrice,costPrice,retailPrice,wholesalePrice,openingStock,stockAlertQty,commissionPct,status,condition,description
TING PIN 19W UNIVERSAL LAPTOP CHARGER,,ACC-CHARG-NON-77,,NON-BRANDED,ACCESSORIES,LAPTOP CHARGER,Pieces,18.00,18.00,30.00,,1.0,,,Active,New,
WD SSD DRIVE 1TB,,ROM-DRIVE-WD-469,,WD,ROM,DRIVE,Pieces,35.00,35.00,49.68,,1.0,,,Active,New,
SEAGATE BASIC 2TB HHD DRIVE,,ROM-DRIVE-SEAG-468,,SEAGATE,ROM,DRIVE,Pieces,50.00,50.00,70.00,,0.0,,,Active,New,
65W ACER TINY PIN LAPTOP CHARGER,,ACC-CHARG-ACER-1,,ACER,ACCESSORIES,LAPTOP CHARGER,Pieces,18.00,18.00,30.00,,1.0,,,Active,New,
TEMPERED GLASS 13 PRO MAX/14 PLUS,,SCR-TEMPGLASS-NON-661,,NON-BRANDED,SCREEN / DEVICE PROTECTION,TEMPERED GLASS,Pieces,0.70,0.70,5.00,,10.,,,Active,New,
TEMPERED GLASS IP X/ 11PRO,,SCR-TEMPGLASS-NON-677,,NON-BRANDED,SCREEN / DEVICE PROTECTION,TEMPERED GLASS,Pieces,0.70,0.70,5.00,,8.0,,,Active,New,
TEMPERED GLASS IP 12 PRO MAX,,SCR-TEMPGLASS-NON-663,,NON-BRANDED,SCREEN / DEVICE PROTECTION,TEMPERED GLASS,Pieces,0.70,0.70,5.00,,9.0,,,Active,New,
TEMPERED GLASS IP 12 MINI,,SCR-TEMPGLASS-NON-662,,NON-BRANDED,SCREEN / DEVICE PROTECTION,TEMPERED GLASS,Pieces,0.70,0.70,5.00,,10.,,,Active,New,
TEMPERED GLASS IP 13 MINI,,SCR-TEMPGLASS-NON-665,,NON-BRANDED,SCREEN / DEVICE PROTECTION,TEMPERED GLASS,Pieces,0.70,0.70,5.00,,10.,,,Active,New,
TEMPERED GLASS IP 15 PLUS,,SCR-TEMPGLASS-NON-669,,NON-BRANDED,SCREEN / DEVICE PROTECTION,TEMPERED GLASS,Pieces,0.70,0.70,5.00,,10.,,,Active,New,
TEMPERED GLASS IP 14 PRO MAX,,SCR-TEMPGLASS-NON-667,,NON-BRANDED,SCREEN / DEVICE PROTECTION,TEMPERED GLASS,Pieces,0.70,0.70,5.00,,9.0,,,Active,New,
TEMPERED GLASS IP 12/12PRO,,SCR-TEMPGLASS-NON-664,,NON-BRANDED,SCREEN / DEVICE PROTECTION,TEMPERED GLASS,Pieces,0.70,0.70,5.00,,8.0,,,Active,New,
TEMPERED GLASS IP 13/13PRO/14,,SCR-TEMPGLASS-NON-666,,NON-BRANDED,SCREEN / DEVICE PROTECTION,TEMPERED GLASS,Pieces,0.70,0.70,5.00,,8.0,,,Active,New,
TEMPERED GLASS IP XS MAX/ 11 PRO MAX,,SCR-TEMPGLASS-NON-678,,NON-BRANDED,SCREEN / DEVICE PROTECTION,TEMPERED GLASS,Pieces,0.70,0.70,5.00,,9.0,,,Active,New,
TEMPERED GLASS IP 15/ 15 PRO,,SCR-TEMPGLASS-NON-671,,NON-BRANDED,SCREEN / DEVICE PROTECTION,TEMPERED GLASS,Pieces,0.70,0.70,5.00,,9.0,,,Active,New,
CLEAR SCREEN PROTECTOR IP 6G/7G/8G,,SCR-PROT-NON-657,,NON-BRANDED,SCREEN / DEVICE PROTECTION,SCREEN PROTECTOR,Pieces,0.40,0.40,5.00,,10.,,,Active,New,
CLEAR SCREEN PROTECTOR IP 7PLUS/8PLUS,,SCR-PROT-NON-658,,NON-BRANDED,SCREEN / DEVICE PROTECTION,SCREEN PROTECTOR,Pieces,0.40,0.40,5.00,,10.,,,Active,New,
CLEAR SCREEN PROTECTOR IP XR/11,,SCR-PROT-NON-659,,NON-BRANDED,SCREEN / DEVICE PROTECTION,SCREEN PROTECTOR,Pieces,0.40,0.40,5.00,,5.0,,,Active,New,
PRIVACY SCREEN PROTECTOR IP 14 PRO,,SCR-PRI-NON-651,,NON-BRANDED,SCREEN / DEVICE PROTECTION,PRIVACY SCREEN,Pieces,0.90,0.90,5.00,,18.,,,Active,New,
PRIVACY SCREEN PROTECTOR IP XS MAX/11 PRO MAX,,SCR-PRI-NON-655,,NON-BRANDED,SCREEN / DEVICE PROTECTION,PRIVACY SCREEN,Pieces,0.90,0.90,5.00,,10.,,,Active,New,
PRIVACY SCREEN PROTECTOR IP 12/12 PRO,,SCR-PRI-NON-647,,NON-BRANDED,SCREEN / DEVICE PROTECTION,PRIVACY SCREEN,Pieces,0.90,0.90,5.00,,8.0,,,Active,New,
PRIVACY SCREEN PROTECTOR IP 13 MINI,,SCR-PRI-NON-648,,NON-BRANDED,SCREEN / DEVICE PROTECTION,PRIVACY SCREEN,Pieces,0.90,0.90,5.00,,10.,,,Active,New,
PRIVACY SCREEN PROTECTOR IP 12 PRO MAX,,SCR-PRI-NON-646,,NON-BRANDED,SCREEN / DEVICE PROTECTION,PRIVACY SCREEN,Pieces,0.90,0.90,5.00,,9.0,,,Active,New,
PRIVACY SCREEN PROTECTOR IP 12 MINI,,SCR-PRI-NON-645,,NON-BRANDED,SCREEN / DEVICE PROTECTION,PRIVACY SCREEN,Pieces,0.90,0.90,5.00,,10.,,,Active,New,
PRIVACY SCREEN PROTECTOR IP 15/15 PRO,,SCR-PRI-NON-654,,NON-BRANDED,SCREEN / DEVICE PROTECTION,PRIVACY SCREEN,Pieces,0.90,0.90,5.00,,18.,,,Active,New,
PRIVACY SCREEN PROTECTOR IP 14 PRO MAX,,SCR-PRI-NON-652,,NON-BRANDED,SCREEN / DEVICE PROTECTION,PRIVACY SCREEN,Pieces,0.90,0.90,5.00,,6.0,,,Active,New,
PRIVACY SCREEN PROTECTOR IP 13 PRO MAX/14 PLUS,,SCR-PRI-NON-649,,NON-BRANDED,SCREEN / DEVICE PROTECTION,PRIVACY SCREEN,Pieces,0.90,0.90,5.00,,9.0,,,Active,New,
PRIVACY SCREEN PROTECTOR IP 15 PRO MAX/15 PLUS,,SCR-PRI-NON-653,,NON-BRANDED,SCREEN / DEVICE PROTECTION,PRIVACY SCREEN,Pieces,0.90,0.90,5.00,,9.0,,,Active,New,
A325F/ A32 4G CHARGING PORT,,REP-PORT-SAMS-296,,SAMSUNG,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,4.00,4.00,0.00,,2.0,,,Active,New,
A115F/M115F CHARGING PORT,,REP-PORT-SAMS-271,,SAMSUNG,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,4.00,4.00,0.00,,2.0,,,Active,New,
A226B-5G CHARGING PORT,,REP-PORT-SAMS-288,,SAMSUNG,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,4.00,4.00,0.00,,2.0,,,Active,New,
A032/ A03 CORE CHARGING PORT,,REP-PORT-SAMS-261,,SAMSUNG,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,4.00,4.00,0.00,,2.0,,,Active,New,
A025F/A02S/A03S/A037 CHARGING PORT,,REP-PORT-SAMS-260,,SAMSUNG,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,4.00,4.00,0.00,,2.0,,,Active,New,
A055F CHARGING PORT,,REP-PORT-SAMS-266,,SAMSUNG,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,4.00,4.00,0.00,,2.0,,,Active,New,
A515F CHARGING PORT,,REP-PORT-SAMS-301,,SAMSUNG,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,4.00,4.00,0.00,,2.0,,,Active,New,
A217F /A21S CHARGING PORT,,REP-PORT-SAMS-286,,SAMSUNG,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,4.00,4.00,0.00,,2.0,,,Active,New,
A14-5G/ {A146P}CHARGING PORT,,REP-PORT-SAMS-277,,SAMSUNG,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,4.00,4.00,0.00,,2.0,,,Active,New,
A34-5G /A346 CHARGING PORT,,REP-PORT-SAMS-299,,SAMSUNG,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,4.00,4.00,0.00,,2.0,,,Active,New,
M325F/225F CHARGING PORT,,REP-PORT-NON-388,,NON-BRANDED,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,4.00,4.00,0.00,,2.0,,,Active,New,
A30S/ A307 CHARGING PORT,,REP-PORT-SAMS-294,,SAMSUNG,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,4.00,4.00,0.00,,2.0,,,Active,New,
A04E /A042F/M04CHARGING PORT,,REP-PORT-SAMS-264,,SAMSUNG,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,4.00,4.00,0.00,,2.0,,,Active,New,
A166P-5G / [A16-5G] CHARGING PORT,,REP-PORT-SAMS-282,,SAMSUNG,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,4.00,4.00,0.00,,2.0,,,Active,New,
A54-5G CHARGING PORT,,REP-PORT-SAMS-303,,SAMSUNG,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,4.00,4.00,0.00,,2.0,,,Active,New,
T295 CHARGING PORT,,REP-PORT-NON-424,,NON-BRANDED,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,6.00,6.00,0.00,,2.0,,,Active,New,
A125F/M12/A127F  CHARGING PORT,,REP-PORT-SAMS-272,,SAMSUNG,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,4.00,4.00,0.00,,2.0,,,Active,New,
A135F/M135F CHARGING PORT,,REP-PORT-SAMS-274,,SAMSUNG,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,4.00,4.00,0.00,,2.0,,,Active,New,
A315F CHARGING PORT,,REP-PORT-SAMS-295,,SAMSUNG,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,4.00,4.00,0.00,,2.0,,,Active,New,
A35-5G  CHARGING PORT,,REP-PORT-SAMS-300,,SAMSUNG,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,4.00,4.00,0.00,,2.0,,,Active,New,
A225F/ A22 4G CHARGING PORT,,REP-PORT-SAMS-287,,SAMSUNG,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,4.00,4.00,0.00,,2.0,,,Active,New,
A13 CHARGING PORT,,REP-PORT-SAMS-273,,SAMSUNG,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,4.00,4.00,0.00,,2.0,,,Active,New,
A235F /A23 4G CHARGING PORT,,REP-PORT-SAMS-289,,SAMSUNG,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,4.00,4.00,0.00,,2.0,,,Active,New,
A53-5G CHARGING PORT,,REP-PORT-SAMS-302,,SAMSUNG,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,4.00,4.00,0.00,,2.0,,,Active,New,
A06 [A065F] CHARGING PORT,,REP-PORT-SAMS-267,,SAMSUNG,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,4.00,4.00,0.00,,2.0,,,Active,New,
A145P CHARGING PORT,,REP-PORT-SAMS-278,,SAMSUNG,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,4.00,4.00,0.00,,2.0,,,Active,New,
A06-5G CHARGING PORT,,REP-PORT-SAMS-268,,SAMSUNG,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,4.00,4.00,0.00,,2.0,,,Active,New,
A01/M01 CHARGING PORT,,REP-PORT-SAMS-259,,SAMSUNG,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,4.00,4.00,0.00,,2.0,,,Active,New,
A136U-5G CHARGING PORT,,REP-PORT-SAMS-275,,SAMSUNG,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,4.00,4.00,0.00,,2.0,,,Active,New,
M54-5G CHARGING PORT,,REP-PORT-NON-389,,NON-BRANDED,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,4.00,4.00,0.00,,2.0,,,Active,New,
M14-4G/A145F  CHARGING PORT,,REP-PORT-NON-386,,NON-BRANDED,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,4.00,4.00,0.00,,2.0,,,Active,New,
A16-5G[A166E/A166B] M36-56[M366B CHARGING PORT,,REP-PORT-SAMS-281,,SAMSUNG,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,4.00,4.00,0.00,,2.0,,,Active,New,
A04S  CHARGING PORT,,REP-PORT-SAMS-265,,SAMSUNG,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,4.00,4.00,0.00,,2.0,,,Active,New,
A16-4G [A165F] CHARGING PORT,,REP-PORT-SAMS-280,,SAMSUNG,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,4.00,4.00,0.00,,2.0,,,Active,New,
A15-5G/A15-4G/M15-5G CHARGING PORT,,REP-PORT-SAMS-279,,SAMSUNG,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,4.00,4.00,0.00,,2.0,,,Active,New,
A10S/M16 CHARGING PORT,,REP-PORT-SAMS-270,,SAMSUNG,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,4.00,4.00,0.00,,2.0,,,Active,New,
A750F/ A7 [2018] CHARGING PORT,,REP-PORT-SAMS-306,,SAMSUNG,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,4.00,4.00,0.00,,2.0,,,Active,New,
M205F/ M20 CHARGING PORT,,REP-PORT-NON-387,,NON-BRANDED,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,4.00,4.00,0.00,,2.0,,,Active,New,
A035F/ A03 CHARGING PORT,,REP-PORT-SAMS-262,,SAMSUNG,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,4.00,4.00,0.00,,2.0,,,Active,New,
A25-5G CHARGING PORT,,REP-PORT-SAMS-291,,SAMSUNG,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,4.00,4.00,0.00,,2.0,,,Active,New,
A305/A30 CHARGING PORT,,REP-PORT-SAMS-293,,SAMSUNG,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,4.00,4.00,0.00,,2.0,,,Active,New,
A205F/ A20/M10S CHARGING PORT,,REP-PORT-SAMS-283,,SAMSUNG,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,4.00,4.00,0.00,,2.0,,,Active,New,
A326-5G CHARGING PORT,,REP-PORT-SAMS-297,,SAMSUNG,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,4.00,4.00,0.00,,2.0,,,Active,New,
T290  CHARGING PORT,,REP-PORT-NON-423,,NON-BRANDED,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,6.00,6.00,0.00,,2.0,,,Active,New,
M105F/ M10 CHARGING PORT,,REP-PORT-NON-385,,NON-BRANDED,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,4.00,4.00,0.00,,2.0,,,Active,New,
A33-5G CHARGING PORT,,REP-PORT-SAMS-298,,SAMSUNG,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,4.00,4.00,0.00,,2.0,,,Active,New,
A71 CHARGING PORT,,REP-PORT-SAMS-305,,SAMSUNG,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,4.00,4.00,0.00,,2.0,,,Active,New,
A56-5G CHARGING PORT,,REP-PORT-SAMS-304,,SAMSUNG,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,4.00,4.00,0.00,,2.0,,,Active,New,
A10S/A107F CHARGING PORT,,REP-PORT-SAMS-269,,SAMSUNG,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,4.00,4.00,0.00,,2.0,,,Active,New,
A045F CHARGING PORT,,REP-PORT-SAMS-263,,SAMSUNG,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,4.00,4.00,0.00,,2.0,,,Active,New,
A245F/ A24-4G CHARGING PORT,,REP-PORT-SAMS-290,,SAMSUNG,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,4.00,4.00,0.00,,2.0,,,Active,New,
A20S/ M14  CHARGING PORT,,REP-PORT-SAMS-285,,SAMSUNG,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,4.00,4.00,0.00,,2.0,,,Active,New,
A137F CHARGING PORT,,REP-PORT-SAMS-276,,SAMSUNG,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,4.00,4.00,0.00,,2.0,,,Active,New,
A26-5G CHARGING PORT,,REP-PORT-SAMS-292,,SAMSUNG,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,4.00,4.00,0.00,,2.0,,,Active,New,
A20S/ M12  CHARGING PORT,,REP-PORT-SAMS-284,,SAMSUNG,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,4.00,4.00,0.00,,2.0,,,Active,New,
S8 PLUS-4G/G955 CHARGING PORT,,REP-PORT-NON-417,,NON-BRANDED,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,8.00,8.00,0.00,,2.0,,,Active,New,
S25 EDGE CHARGING PORT,,REP-PORT-NON-414,,NON-BRANDED,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,8.00,8.00,0.00,,2.0,,,Active,New,
S23FE CHARGING PORT,,REP-PORT-NON-407,,NON-BRANDED,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,8.00,8.00,0.00,,2.0,,,Active,New,
S21- PLUS 5G/ G996B CHARGING PORT,,REP-PORT-NON-401,,NON-BRANDED,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,8.00,8.00,0.00,,2.0,,,Active,New,
S23 5G/S911 CHARGING PORT,,REP-PORT-NON-405,,NON-BRANDED,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,8.00,8.00,0.00,,2.0,,,Active,New,
NOTE 20 CHARGING PORT,,REP-PORT-NON-392,,NON-BRANDED,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,8.00,8.00,0.00,,2.0,,,Active,New,
NOTE 20 ULTRA CHARGING PORT,,REP-PORT-NON-393,,NON-BRANDED,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,4.00,4.00,0.00,,2.0,,,Active,New,
NOTE 9 CHARGING PORT,,REP-PORT-NON-395,,NON-BRANDED,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,8.00,8.00,0.00,,2.0,,,Active,New,
S24U 5G CHARGING PORT,,REP-PORT-NON-412,,NON-BRANDED,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,8.00,8.00,0.00,,2.0,,,Active,New,
S22-PLUS 5G/ S906 CHARGING PORT,,REP-PORT-NON-404,,NON-BRANDED,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,8.00,8.00,0.00,,2.0,,,Active,New,
S23U 5G/S918 CHARGING PORT,,REP-PORT-NON-408,,NON-BRANDED,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,8.00,8.00,0.00,,2.0,,,Active,New,
S25 CHARGING PORT,,REP-PORT-NON-413,,NON-BRANDED,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,8.00,8.00,0.00,,2.0,,,Active,New,
S21 5G CHARGING PORT,,REP-PORT-NON-400,,NON-BRANDED,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,8.00,8.00,0.00,,2.0,,,Active,New,
S20U 5G CHARGING PORT,,REP-PORT-NON-398,,NON-BRANDED,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,8.00,8.00,0.00,,2.0,,,Active,New,
S25U 5G CHARGING PORT,,REP-PORT-NON-416,,NON-BRANDED,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,8.00,8.00,0.00,,2.0,,,Active,New,
S20FE/G780-4G/781-5G CHARGING PORT,,REP-PORT-NON-397,,NON-BRANDED,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,8.00,8.00,0.00,,2.0,,,Active,New,
NOTE 10 4G 5G /N970/N971 CHARGING PORT,,REP-PORT-NON-390,,NON-BRANDED,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,8.00,8.00,0.00,,2.0,,,Active,New,
S24+5G  CHARGING PORT,,REP-PORT-NON-411,,NON-BRANDED,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,8.00,8.00,0.00,,2.0,,,Active,New,
NOTE 10PRO 4G CHARGING PORT,,REP-PORT-NON-391,,NON-BRANDED,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,8.00,8.00,0.00,,2.0,,,Active,New,
S24 CHARGING PORT,,REP-PORT-NON-409,,NON-BRANDED,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,8.00,8.00,0.00,,2.0,,,Active,New,
S9PLUS 4G/G965 CHARGING PORT,,REP-PORT-NON-420,,NON-BRANDED,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,8.00,8.00,0.00,,2.0,,,Active,New,
S22 5G CHARGING PORT,,REP-PORT-NON-402,,NON-BRANDED,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,8.00,8.00,0.00,,2.0,,,Active,New,
NOTE 8 CHARGING PORT,,REP-PORT-NON-394,,NON-BRANDED,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,8.00,8.00,0.00,,2.0,,,Active,New,
S23 PLUS 5G CHARGING PORT,,REP-PORT-NON-406,,NON-BRANDED,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,8.00,8.00,0.00,,2.0,,,Active,New,
S9 CHARGING PORT,,REP-PORT-NON-419,,NON-BRANDED,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,8.00,8.00,0.00,,2.0,,,Active,New,
S25 PLUS 5G  CHARGING PORT,,REP-PORT-NON-415,,NON-BRANDED,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,8.00,8.00,0.00,,2.0,,,Active,New,
S22 U 5G CHARGING PORT,,REP-PORT-NON-403,,NON-BRANDED,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,8.00,8.00,0.00,,2.0,,,Active,New,
S24 FE CHARGING PORT,,REP-PORT-NON-410,,NON-BRANDED,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,8.00,8.00,0.00,,2.0,,,Active,New,
S21 5G  CHARGING PORT,,REP-PORT-NON-399,,NON-BRANDED,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,8.00,8.00,0.00,,2.0,,,Active,New,
S8/ G950 CHARGING PORT,,REP-PORT-NON-418,,NON-BRANDED,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,8.00,8.00,0.00,,2.0,,,Active,New,
S20 PLUS 4G5G/ G985/G986 CHARGING PORT,,REP-PORT-NON-396,,NON-BRANDED,REPLACEMENT / REPAIR PARTS,CHARGING PORT,Pieces,8.00,8.00,0.00,,2.0,,,Active,New,
"APPLE IPHONE 11 64GB,GREEN",,DEV-IPHONE-APPLE-110,,APPLE,DEVICES,IPHONE,Pieces,130.00,130.00,169.00,,0.0,,,Active,New,
"APPLE IPHONE 11 64GB, PURPLE",,DEV-IPHONE-APPLE-109,,APPLE,DEVICES,IPHONE,Pieces,130.00,130.00,169.00,,0.0,,,Active,New,
"HUAWEI P30, 128GB",,DEV-PHONE-HUAW-125,,HUAWEI,DEVICES,PHONE,Pieces,75.00,75.00,97.50,,0.0,,,Active,New,
SONY L4 64GB BLACK,,DEV-PHONE-SONY-187,,SONY,DEVICES,PHONE,Pieces,45.00,45.00,83.50,,1.0,,,Active,New,
"XIAOMI MIX 3 5G 128GB, SAPPHIRE BLUE",,DEV-PHONE-XIAOMI-192,,XIAOMI,DEVICES,PHONE,Pieces,55.00,55.00,94.00,,0.0,,,Active,New,
"IMO Q4 PRO, 2021 BLUE",,DEV-PHONE-IMO-126,,IMO,DEVICES,PHONE,Pieces,20.00,20.00,29.00,,1.0,,,Active,New,
"MOTOROLA G50 64GB, STEEL GRAY",,DEV-PHONE-MOTO-135,,MOTOROLA,DEVICES,PHONE,Pieces,65.00,65.00,99.00,,2.0,,,Active,New,
"MOTOROLA EDGE 20 LITE 128GB, BLACK",,DEV-PHONE-MOTO-132,,MOTOROLA,DEVICES,PHONE,Pieces,65.00,65.00,99.00,,1.0,,,Active,New,
"SAMSUNG X COVER PRO 64GB, BLACK",,DEV-PHONE-SAMS-174,,SAMSUNG,DEVICES,PHONE,Pieces,45.00,45.00,85.00,,0.0,,,Active,New,
"SAMSUNG S22 5G 128GB, BLACK",,DEV-PHONE-SAMS-167,,SAMSUNG,DEVICES,PHONE,Pieces,140.00,140.00,179.00,,1.0,,,Active,New,
"MOTOROLA G32 64GB, SATIN SILVER",,DEV-PHONE-MOTO-134,,MOTOROLA,DEVICES,PHONE,Pieces,45.00,45.00,84.00,,0.0,,,Active,New,
TCL 40R 5G 64GB STARLIGHT BLACK,,DEV-PHONE-TCL-188,,TCL,DEVICES,PHONE,Pieces,55.00,55.00,95.00,,4.0,,,Active,New,
"IMO Q5, MIDNIGHT BLUE",,DEV-PHONE-IMO-127,,IMO,DEVICES,PHONE,Pieces,20.00,20.00,29.00,,1.0,,,Active,New,
"MOTOROLA EDGE 50 NEO 512GB, NAVY BLUE",,DEV-PHONE-MOTO-133,,MOTOROLA,DEVICES,PHONE,Pieces,175.00,175.00,215.00,,1.0,,,Active,New,
"XIAOMI 12 5G 128GB, UNLOCKED",,DEV-PHONE-XIAOMI-190,,XIAOMI,DEVICES,PHONE,Pieces,75.00,75.00,115.00,,1.0,,,Active,New,
"XIAOMI 12 5G 256GB,",,DEV-PHONE-XIAOMI-191,,XIAOMI,DEVICES,PHONE,Pieces,90.00,90.00,129.00,,1.0,,,Active,New,
"XIAOMI REDMI A3 64GB, BLACK",,DEV-PHONE-REDMI-139,,REDMI,DEVICES,PHONE,Pieces,40.00,40.00,78.50,,0.0,,,Active,New,
"SAMSUNG TAB S4,WIFI ONLY BLACK",,DEV-TAB-SAMS-183,,SAMSUNG,DEVICES,TABLET,Pieces,90.00,90.00,129.00,,2.0,,,Active,New,
"APPLE IPAD 6TH GEN 32GB, SILVER",,DEV-IPAD-APPLE-100,,APPLE,DEVICES,IPAD,Pieces,58.00,58.00,98.00,,1.0,,,Active,New,
"APPLE IPAD 6TH GEN 32GB, SPACE GRAY",,DEV-IPAD-APPLE-101,,APPLE,DEVICES,IPAD,Pieces,58.00,58.00,98.00,,0.0,,,Active,New,
"APPLE IPAD 6TH GEN 32GB, ROSE GOLD",,DEV-IPAD-APPLE-99,,APPLE,DEVICES,IPAD,Pieces,58.00,58.00,98.00,,1.0,,,Active,New,
"SAMSUNG TAB S3 (T825), BLACK",,DEV-TAB-SAMS-182,,SAMSUNG,DEVICES,TABLET,Pieces,75.00,75.00,109.00,,0.0,,,Active,New,
"APPLE IPAD 7TH GEN 32GB, WIFI ONLY, SPACE GRAY",,DEV-IPAD-APPLE-102,,APPLE,DEVICES,IPAD,Pieces,75.00,75.00,115.00,,0.0,,,Active,New,
"SAMSUNG SM-T225 32GB, BLUE",,DEV-PHONE-SAMS-170,,SAMSUNG,DEVICES,PHONE,Pieces,45.00,45.00,85.00,,0.0,,,Active,New,
"SAMSUNG SM-X205 32GB, SILVER",,DEV-PHONE-SAMS-172,,SAMSUNG,DEVICES,PHONE,Pieces,85.00,85.00,125.00,,1.0,,,Active,New,
"SAMSUNG SM-X205 32GB, DARK GRAY",,DEV-PHONE-SAMS-171,,SAMSUNG,DEVICES,PHONE,Pieces,85.00,85.00,125.00,,0.0,,,Active,New,
